"CommandLine\Strings\Program.ru-RU.resx","FailedToParseParametersFileError","not-updated","Unable to read the parameters file ""{0}"", reason: {1}",""
"CommandLine\Strings\Program.ru-RU.resx","FiltersCannotBeUsedWithFileError","not-updated","Filters cannot be specified on the commandline if filters are also present in the parameter file",""
"CommandLine\Strings\Program.ru-RU.resx","FindLastVersionEntry","not-updated","{0}\t{1}",""
"CommandLine\Strings\Program.ru-RU.resx","ParametersFileOptionLong","not-updated","This option can be used to store some or all of the options given to the commandline client. The file must be a plain text file, UTF-8 encoding is preferred. Each line in the file should be of the format --option=value. The special options --source and --target can be used to override the localpath and the remote destination uri, respectively. The options in this file take precedence over the options provided on the commandline. You cannot specify filters in both the file and on the commandline.",""
"CommandLine\Strings\Program.ru-RU.resx","ParametersFileOptionShort","not-updated","Path to a file with parameters",""
"GUI\ApplicationSetup.ru-RU.resx","HideDonateButton.Text","not-updated","Hide Donate button on the main wizard page",""
"GUI\ApplicationSetup.ru-RU.resx","OKBtn.Text","not-updated","OK",""
"GUI\ApplicationSetup.ru-RU.resx","SignatureCachePathBrowse.Text","not-updated","...",""
"GUI\ApplicationSetup.ru-RU.resx","TempPathBrowse.Text","not-updated","...",""
"GUI\HelperControls\DurationEditor.ru-RU.resx","CustomDuration.Error","not-updated","s",""
"GUI\HelperControls\FilterDialog.ru-RU.resx","$this.Text","not-updated","FilterDialog",""
"GUI\HelperControls\FilterDialog.ru-RU.resx","BrowseFileButton.Text","not-updated","...",""
"GUI\HelperControls\FilterDialog.ru-RU.resx","OKBtn.Text","not-updated","OK",""
"GUI\HelperControls\FolderPathEntry.ru-RU.resx","BrowseFolderButton.Text","not-updated","...",""
"GUI\HelperControls\FolderPathEntry.ru-RU.resx","SizeLabel.Text","not-updated","(...)",""
"GUI\HelperControls\Strings\SizeSelector.ru-RU.resx","GBName","not-updated","GB",""
"GUI\HelperControls\Strings\SizeSelector.ru-RU.resx","GBPerSecond","not-updated","GB/s",""
"GUI\HelperControls\Strings\SizeSelector.ru-RU.resx","KBName","not-updated","kB",""
"GUI\HelperControls\Strings\SizeSelector.ru-RU.resx","KBPerSecond","not-updated","kB/s",""
"GUI\HelperControls\Strings\SizeSelector.ru-RU.resx","MBName","not-updated","MB",""
"GUI\HelperControls\Strings\SizeSelector.ru-RU.resx","MBPerSecond","not-updated","MB/s",""
"GUI\HelperControls\TestSearchSelection.ru-RU.resx","btnOK.Text","not-updated","OK",""
"GUI\RestoreBackup.ru-RU.resx","OKBtn.Text","not-updated","OK",""
"GUI\RestoreBackup.ru-RU.resx","SelectTargetFolder.Text","not-updated","...",""
"GUI\Strings\DatabaseUpgrader.ru-RU.resx","BackupFilenamePrefix","not-updated","backup",""
"GUI\Strings\DatabaseUpgrader.ru-RU.resx","DatabaseFormatError","not-updated","Unable to determine database format: {0}",""
